name,lon,has_kiosk,station_id,eightd_station_services,station_type,lat,region_id,capacity_original,zipCode,capacity_zip_sum
W Fordham Rd & Loring Pl N,-73.90741,True,4555,[],classic,40.86295,71,25,10468,613
Grand Ave & W Fordham Rd,-73.90316,True,4556,[],classic,40.86288,71,22,10468,613
Jerome Ave & W Fordham Rd,-73.90108,True,4557,[],classic,40.86294,71,24,10468,613
Jerome Ave & W 193 St,-73.89794,True,4559,[],classic,40.86659,71,18,10468,613
Bedford Park Blvd & Paul Ave,-73.89186,True,4565,[],classic,40.87444,71,24,10468,613
Morris Ave & E 184 St,-73.90079,True,4573,[],classic,40.86008,71,23,10468,613
Goulden Ave & Bedford Park Blvd W,-73.89533,True,4576,[],classic,40.87387,71,19,10468,613
Jerome Ave & Bedford Park Blvd E,-73.88971,True,4577,[],classic,40.87307,71,25,10468,613
Goulden Ave & W 205 St,-73.89192,True,4580,[],classic,40.87812,71,19,10468,613
W Mosholu Pkwy S & Sedgwick Ave,-73.88702,True,4583,[],classic,40.88226,71,37,10468,613
Goulden Ave & W 197 St,-73.89714,True,4599,[],classic,40.87156,71,20,10468,613
Bailey Ave & Sedgwick Ave,-73.90857,True,4603,[],classic,40.86571,71,20,10468,613
Jerome Ave & W 184 St,-73.902541,True,4604,[],classic,40.860814,71,20,10468,613
Jerome Ave & W 195 St,-73.89657,True,4607,[],classic,40.86874,71,32,10468,613
Grand Concourse & E 205 St,-73.8863864831,True,4608,[],classic,40.875531,71,19,10468,613
Paul Ave & W 205 St,-73.88943,True,4609,[],classic,40.87704,71,19,10468,613
Paul Ave & Mosholu Pkwy,-73.8860653648,True,4610,[],classic,40.8802945,71,19,10468,613
Loring Pl North & W 183 St,-73.9093359997,True,4626,[],classic,40.8604244,71,20,10468,613
Aqueduct Ave & North St,-73.9057169936,True,4627,[],classic,40.8604787,71,20,10468,613
Aqueduct Ave & W 190 St,-73.9024238,True,4628,[],classic,40.8649213,71,20,10468,613
Webb Ave & W 190 St,-73.904254892,True,4629,[],classic,40.8660052,71,22,10468,613
W 225 St & Exterior St,-73.906646,True,4630,[],classic,40.873265,71,19,10468,613
Jerome Ave & E 198 St,-73.89289632439613,True,4634,[],classic,40.87144520687118,71,20,10468,613
W 192 St & University Ave,-73.901942,True,4636,[],classic,40.866899,71,21,10468,613
Tiebout Ave & E 184 St,-73.89637,True,4513,[],classic,40.858498,71,18,10458,485
Tiebout Ave & E Fordham Road,-73.894831,True,4545,[],classic,40.861915,71,31,10458,485
Grand Concourse & E 192 St,-73.89522,True,4560,[],classic,40.86448,71,0,10458,485
Bainbridge Ave & E 193 St,-73.89246,True,4561,[],classic,40.86389,71,27,10458,485
Grand Concourse & E 196 St,-73.89286,True,4562,[],classic,40.86767,71,25,10458,485
Bainbridge Ave & E 196 St,-73.89042,True,4563,[],classic,40.86648,71,20,10458,485
Grand Concourse & E 197 St,-73.89148,True,4564,[],classic,40.86945,71,21,10458,485
Bainbridge Ave & Bedford Park Blvd,-73.88565,True,4566,[],classic,40.87002,71,19,10458,485
Decatur Ave & Bedford Park Blvd,-73.88412,True,4567,[],classic,40.86813,71,20,10458,485
Botanical Sq & Webster Ave,-73.88145,True,4568,[],classic,40.86814,71,32,10458,485
E 201 St & Briggs Ave,-73.88459,True,4569,[],classic,40.87207,71,19,10458,485
Valentine Ave & E 183 St,-73.898237,True,4572,[],classic,40.856987,71,23,10458,485
Decatur Ave & E 197 St,-73.88807,True,4575,[],classic,40.86557,71,19,10458,485
Grand Concourse & E 199 St,-73.88839,True,4578,[],classic,40.87142,71,21,10458,485
Grand Concourse & E 203 St,-73.88661,True,4579,[],classic,40.87382,71,26,10458,485
E Mosholu Pkwy & Van Cortlandt Ave E,-73.88366,True,4581,[],classic,40.87656,71,22,10458,485
Marion Ave & Mosholu Pkwy,-73.8818756582,True,4600,[],classic,40.8704956,71,21,10458,485
E Fordham Rd & Webster Ave,-73.89105,True,4605,[],classic,40.861748,71,35,10458,485
E Mosholu Pkwy & E 204 St,-73.8833650931,True,4611,[],classic,40.8740704,71,19,10458,485
Grand Concourse & E Mosholu Pkwy S,-73.8847550291,True,4614,[],classic,40.877964,71,21,10458,485
Decatur Ave & Oliver Pl,-73.8857764,True,4637,[],classic,40.867,71,23,10458,485
Bainbridge Ave & E 198 St,-73.8884559781,True,4638,[],classic,40.8684871,71,23,10458,485
Bailey Ave & W 193 St,-73.90678,True,4574,[],classic,40.87069,71,23,10463,23
Jerome Ave & E Mosholu Parkway S,-73.88534,True,4582,[],classic,40.87935,71,23,10467,23
W 35 St & 8 Ave,-73.99280458705107,True,4736,[],classic,40.752762088742045,71,39,10123,39
43 Ave & 40 St,-73.92402,True,4771,[],classic,40.74562,71,21,11104,63
39 St & Queens Blvd,-73.92601,True,4772,[],classic,40.74431,71,21,11104,63
48 Ave & 41 St,-73.92400324344635,True,4776,[],classic,40.73985995699164,71,21,11104,63
